,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
212,Guirentang Trading  (Gui Ren Tang),2454,4.50,45-Minute 8-Step Botanical Hair and Follicles Therapy for 1 Person (1 Session),"It doesn't take green hands, or green heads, to indulge yourself in a 45-minute 8-step botanical hair and follicles therapy at Gui Ren Tang. The premium herbs treatment deeply cleanses scalp and hair follicles and replenish hair with phyto-nutrients to prevent hair-loss, promote hair-growth and maintain healthy scalp cells environment, while the gua sha therapy rejuvenates blood circulation to prevent dormant and irreversible dead follicles. Ginger scalp treatment regulates sebaceous glands activity to diminish inflammation, itch and excessive sebum production.",S$128,S$18,86,127,2,"['Serangoon Gardens', '#03-37, Holland Shopping Centre']",2016-04-25T00:00:00.000+08:00,2018-03-02
213,The Best Eyebrow Beauty,2980,3.60,100-Strand Eyelash Extensions for 1 Person (1 Session),"Frame your eyes and get thick, luscious lashes with a 100-strand Korean eyelash extensions for one (1) person at The Best Eyebrow Beauty.",S$128,S$18,86,126,1,['Toa Payoh Central'],2017-04-28T00:00:00.000+08:00,2018-03-02
214,Ai Hair Professional Design Salon,3699,4.00,IDS + Hair Colour/Highlights + Treatment + Haircut for 1 Person,Switch up your usual hair colour to a bolder and better colour with a hair colouring treatment. Frame your face with complementary highlights to bring out your features. Replenish nutrients in your hair with a hair treatment that will leave you with better and stronger hair.,S$213,S$48,77,126,1,"['#02-16, Alexandra Central Mall']",2017-05-19T00:00:00.000+08:00,2018-03-02
215,D'Skin,748,4.50,75-Minute Collagen Facial for 1 Person (2 Sessions),Give your skin a replenishing boost of moisture and suppleness with a collagen facial. This treatment focuses on cleansing your skin while giving your complexion a healthier glow and more youthful appearance.,S$402,S$52,87,126,2,"['#02-133/135, Heartland Mall', 'Seletar Mall']",2017-09-26T00:00:00.000+08:00,2018-03-02
216,Altair Dream Art,3690,3.90,Matrix Professional Hair Colouring/Highlight with Keratin Hair Treatment + Cut  for 1 Person,"Add up colour to your hair, or spritz it with some highlights to create a new bolder look for yourself. Get yourself a hair treatment to maintain those luscious locks as well with this package.",S$238,S$33,86,124,1,['Bugis Cube'],2017-05-19T00:00:00.000+08:00,2018-03-02
217,Paris Beauty House,2493,4.40,Korean Single Lash Eyelash Extensions for 1 Person,"Stun the ground with fluttering lashes with Korean single lash eyelash extensions done at Paris Beauty House. The extensions increase eyelash length and volume without the usage of makeup, saving you a considerable amount of time every morning for you to catch up on some sleep!",S$108,S$24,78,124,1,['Holland Road Shopping Centre'],2015-12-24T00:00:00.000+08:00,2018-03-02
218,Coslab,2201,4.20,WAX XXX ® Brazilian Waxing Treatment for 1 Person (1 Session),"Remove unwanted hair and flaunt your bare skin with poise with a Brazilian waxing treatment. Show off smooth and shiny skin with this treatment that uses WAX XXX ® products, and rock your body with confidence.",S$58,S$25,57,124,2,"['#02-28A/28B, The Centrepoint', 'North Point Shopping Centre ']",2017-11-21T00:00:00.000+08:00,2018-03-02
219,The Professionails,2391,3.60,Classic Mani-Pedi with Cuccio Naturalé Foot Soak and Scrub for 1 Person (1 Session),Let your beauty shine through your nails with a classic mani-pedi with foot soak and scrub at The Professionails. Foot scrub smooths rough areas and foot soak softens calluses on feet with indulgent Cuccio products from Italy.,S$60,S$24,60,123,2,"['#01-06,Midpoint Orchard', 'Queen Street']",2015-08-22T00:00:00.000+08:00,2018-03-02
220,Glams HairWorks,3167,4.30,Shiseido Crystalize Soft Hair Rebonding with Wash and Blow for 1 Person,"Hailing not only hair products from Shiseido but style inspiration from all over the world is Glams HairWorks with their Shiseido Crystalize soft hair rebonding with a wash and blow. Soft yet volumising rebonding creates natural straight-looking hair, while silky straight rebonding reduces tangles.",S$270,S$58,79,123,1,"['#03-87, Far East Plaza']",2017-07-18T00:00:00.000+08:00,2018-03-02
221,KARVA Salon for Ladies,4699,4.50,Mucota Scena Hair Treatment for 1 Person,"Strengthen brittle hair with this Mucota Scena hair treatment. Hailing from Japan, this treatment nourishes, hydrates, and repairs damaged strands for a stronger, smoother, and shiny crowning glory.",S$168,S$68,60,123,3,"['Bussorah Street', '#B1-16A JCube Shopping Centre', '#01-95, East Village']",2017-10-17T00:00:00.000+08:00,2018-03-02
222,The Spa By The Ultimate,2976,4.30,90-Min C+ Cell Renewal Facial for 1 Person,"Treat yourself to a facial that could help cleanse, hydrate, and smoothen the skin while stimulating collagen production and promoting tissue regeneration. Relax and unwind while trained therapists help you achieve a dewy youth-like appearance.",S$160,S$28,83,122,1,['The Spa by The Ultimate (Punggol)'],2016-09-15T00:00:00.000+08:00,2018-03-02
223,Belle Lady,2228,3.90,Classic Manicure and Pedicure with Foot Soak for 1 Person (2 Sessions),"Pimp your nails up by having it personalised with your favourite colour. Additionally, receive a softening foot soak treatment that will leave your skin feeling supple.",S$156,S$40,74,122,1,"['#03-10, Orchard Gateway']",2016-04-28T00:00:00.000+08:00,2018-03-02
224,Flare,2469,4.70,Organic Sugar Waxing for Large Area for 1 Person,"How about trying out organic sugar waxing? Organic sugar waxing is said to remove hair and pulls layer of dead skin cells without damaging skin. So, you wouldn't have to worry about your skin being damaged in the process of having hairless skin.",S$60,S$18,70,121,1,['Bugis Cube'],2016-03-30T00:00:00.000+08:00,2018-03-02
225,Sun Tanning Studio,786,4.30,Indoor Tanning for 1 Person (2 Sessions),"Get that naturally sun-kissed look with an indoor tanning treatment. Instead of going out into the sun and braving the heat while trying to get an even tan by flipping every once in a while, get evenly tanned skin with indoor tanning. ",S$89.80,S$22,76,121,1,['Eu Tong Sen St'],2017-05-30T00:00:00.000+08:00,2018-03-02
226,Bespoke Hair Studio,916,4.60,Rebonding with Hair Treatment and Stylist's Cut for 1 Person,"Set things straight with your wild locks as you tame the beast with a rebonding treatment from Bespoke Hair Studio. Reinforce hair strength and health with a hair treatment that replenishes moisture, and boosts scalp wellness.",S$400,S$98,76,121,1,['The Adelphi'],2017-08-18T00:00:00.000+08:00,2018-03-02
227,Picota Nails,2145,3.80,Classic Pedicure / Gel Pedicure with Return Soak-Off for 1 Person (2 Sessions),Dip your feet into cool waters without having to get outside the city with a classic or gel pedicure. Scan through a library of colours and pick a colour of your choice. Fret not about varnish breakage or chipping as gel polishes typically lasts longer.,S$78,S$34,56,121,1,"['#04-03, Ion Orchard']",2016-03-15T00:00:00.000+08:00,2018-03-02
228,Athens Nail,4253,4.30,Gel Mani-Pedi with Return Soak-Off for 1 Person,"Pamper your hands and feet with a gel mani-pedi that tends to pesky calluses, hangnails, and cuticles. Choose from the range of colours available and flash bright digits for the world to see.",S$120,S$35,71,120,1,['Serangoon Gardens'],2017-07-31T00:00:00.000+08:00,2018-03-02
229,Earth Spa,2321,4.30,75-Min Oxygen Radiance Facial,"Oxygen levels in our skin decline considerably with age, smoking, and exposure to air pollution. This 75-minute oxy-jet facial therapy infuses pure oxygen and replenishes the skin cells with much needed oxygen and hydration, plumping up dehydrated cells and smoothening fine lines and wrinkles. The result is fresher, youthful, and radiant skin.",S$160,S$28,83,119,1,['East Coast Road'],2016-09-22T00:00:00.000+08:00,2018-03-02
230,CYL Scalp Lab Solutions,5055,4.70,Nature's Organic Hair Colour / Highlights + Deep Recovery Treatment for 1 Person,Upgrade your look and give your hair a new hue with a hair colouring or highlighting treatment. Professional hairstylists and colourists maintain the quality of services by using Nature's Organic products which are 100% ammonia free. Complete your treatment with a nourishing deep recovery treatment that will replenish lost nutrients in your hair.,S$288,S$48,83,119,1,"['#03-70/71/72, Clarke Quay']",2017-12-05T00:00:00.000+08:00,2018-03-02
231,Kawaii Five,909,3.90,Classic Gel Manicure with LX Nail Art and Return Soak Off + Classic Pedicure for 1 Person,Get the complete package with a classic gel manicure that lasts longer than regular polish and classic pedicure that decorate your toes with colour. Give your fingernails a little more spice with LX nail art catered to your preference and a return soak off to remove the gel safely. ,S$105,S$34,68,118,2,"['#05-90, Far East Plaza', 'Hougang ']",2017-07-31T00:00:00.000+08:00,2018-03-02
232,Privé Aesthetics,2798,4.10,1-Hour Medi-Grade Silky Back Peel Treatment for 1 Person (3 Sessions),Regain confidence and flaunt your flawless back with a medi-grade silky back peel treatment that will leave you with a smooth skin surface on your back.,S$600,S$68,89,117,2,"['Palais Renaissance', '#02-27, NEX']",2017-05-03T00:00:00.000+08:00,2018-03-02
233,Paris Beauty House,2493,4.40,Eyelash Perming for 1 Person (1 Session),"Stun the ground with fluttering lashes with eyelash perming done at Paris Beauty House. Curled eyelashes allow for easier mascara application, saving you a considerable amount of time every morning for you to catch up on some sleep, and shutting down every opportunity that could set your lashes on fire.",S$58,S$15,74,117,1,['Holland Road Shopping Centre'],2015-11-23T00:00:00.000+08:00,2018-03-02
234,Skinn (SKINN beauty & body),2536,3.90,Lash-by-Lash Korean Eyelash Extensions for 1 Person (3 Sessions),"Draw people's attention all towards your eyes with a stunning yet natural lash-by-lash Korean eyelash extensions at Skinn. Eyelash extensions enhances appearance of your eyes without makeup, making your lashes look fuller and bushier.",S$384,S$60,84,117,2,"['#01-04, Djitsun Mall', 'Novena Square 2']",2016-02-06T00:00:00.000+08:00,2018-03-02
235,Beautti Slim,2509,4.10,1-Hour Oriental Facial Gua Sha for 1 Person (2 Sessions),"Achieve firmer skin, reduced dark eye circles, eye bags, fine lines and improve your overall skin condition with Beautti Slim’s Oriental Facial Gua Sha. The facial stimulates blood circulation and detoxification while relaxing tense muscles in areas of your face using the traditional Chinese guasha method; unlike back guasha, facial guasha does not cause redness so worry not!",S$376,S$36,90,116,2,"['Harbourfront', '#14-05/06, Ngee Ann City']",2017-02-21T00:00:00.000+08:00,2018-03-02
236,Luxe X M,2265,4.20,Hair Remodelling Consultation + Hair Cut + Hair Styling + Nano Mist Hair Treatment for 1 Person,"Settle down into cosy chairs and let professionals talk you through a hair remodelling consultation, and then proceed into the hair cut and styling to your desire! Also sit back and let stylists treat you to a nano mist treatment that strengthens your hair follicles for healthier hair.",S$268,S$48,82,115,2,"['#03-01, 112 Katong', ' #03-26, 313@Somerset']",2016-08-24T00:00:00.000+08:00,2018-03-02
237,Altair Dream Art,3690,3.90,MUCOTA™  JAPAN Hair Colouring/Highlight with Keratain Hair Treatment + Cut for 1 Person,"Add up colour to your hair, or spritz it with some highlights to create a new bolder look for yourself. Get yourself a hair treatment to maintain those luscious locks as well with this package.",S$478,S$78,84,115,1,['Bugis Cube'],2017-05-19T00:00:00.000+08:00,2018-03-02
238,Hair Talk Beauty Salon,2740,3.90,Japanese Rebonding / Korean Cold Wave Perm + Argan Oil Treatment + Hair Cut for 1 Person,"Spice up your style with an exclusive Japanese rebonding or Korean cold wave perm with argan oil treatment and hair cut at Hair Talk Beauty Salon. Rebonding reconstructs hair to form straight, lightweight, and kink- and frizz-free hair, while cold wave perm creates defined curls, giving a heavier and more voluminous look. Argan oil treatment deeply nourishes and moisturises hair from root to tip for smoother, more manageable texture.",S$320,S$68,79,114,1,['Chevron House'],2016-03-22T00:00:00.000+08:00,2018-03-02
239,Traditional Beauty Wellness Hub,4732,3.70,Unlimited Korean Eyelash Extension for 1 Person (1 Session),"Enhance the flutter of your peepers with this offer of unlimited Korean eyelash extension at Traditional Beauty Wellness Hub. It will not only add length and volume to your lashes without the help of makeup, it will also lift your eyes giving you a more youthful look. So cut down on your makeup time and achieve photo-ready, luscious lashes now!",S$108,S$22,80,114,1,['Singapore Post Centre'],2017-10-17T00:00:00.000+08:00,2018-03-02
240,Amber Beila @ Raffles,2287,4.20,Classic Gel Manicure with Return Soak-Off for 1 Person,Spruce up your nail beds and refine them with a touch of colour with a gel manicure. Choose from a variety of beautiful and shiny colours available that will give elegance to your fingernails. Leave with nicely buffed and shaped nails that are touched up with a hint of colour.,S$73,S$18,75,113,1,"['#05-19A,One Raffles Place']",2017-08-23T00:00:00.000+08:00,2018-03-02
241,Nail Indulgence De Beau,2732,4.30,Lash Natural Korean Eyelash Extension for 1 Person ,"Forget about those longer-lash mascara when you can get yourself a natural Korean eyelash extension with Lash products. Wake up everyday with naturally long lashes, and hop out of your bed ready to face the world. ",S$88,S$22,75,112,1,['Bugis'],2017-05-05T00:00:00.000+08:00,2018-03-02
242,AsterSpring,3310,4.30,90-Min AsterSpring Signature Skin Detox Facial for 1 Person,"Treat clogged skin with a detoxifying facial! This treatment also helps control acne flare-ups by correcting overactive oil glands that cause acne scarring and blemishes. It’s also suitable for dull, lifeless skin with congestion, scars easily, and has persistent breakouts caused by stress. Employing Dermalogica products, AsterSpring has won numerous beauty awards in Harper’s Bazaar, Style, Cleo, ELLE, and Singapore Women Weekly.",S$170,S$70,59,111,1,['Parkway Parade'],2017-03-16T00:00:00.000+08:00,2018-03-02
