,Company Name,Company ID,Rating,Offer,Details,Original Price,Sale Price,percent_savings,Num_bought,Num_outlets,Outlet Names,Offer start date,Date retrieved
179,Bazuka Yakibuta,2768,4.20,Caramel and Crackling Roast Pork Donburi for 2 People,Sweet and sticky caramel pork paired with the crispy and crunchy crackle of roast pork will have you drooling over this pork-licious combination. Get two (2) bowls of caramel and crackling roast pork combination donburi at Bazuka Yakibuta.,S$21.60,S$17.20,20,270,2,"['#B1-12A, Great World City', '#B1-06, One Raffles Place']",2017-02-16T00:00:00.000+08:00,2018-03-02
180,Avier Food,3686,0.00,1kg Ribeye Beef,Looking to have a candle light dinner with your loved ones but don't know how to get the freshest meat? Now you can spend more time cooking and less time worrying about meat freshness with this ribeye beef.,S$56,S$28,50,269,1,"['# 03-19, Gourmet East Kitchen']",2017-04-21T00:00:00.000+08:00,2018-03-02
181,GYUU+ Yakiniku Grill @ Emporium Shokuhin,4768,4.50,"(Sat - Sun, PH) GYUU+ Yakiniku Grill Lunch Buffet for 2 People","Gather around rows of sumptuous varieties of Japanese delights and practice your chopstick skills with a Japanese lunch buffet! Satisfy your cravings for delights like grilled seafood, sizzling meat, and soup. Savour various meats like USDA Prime Sirloin steaks, Kurobuta pork rosu steaks, salmon fillets, Japanese vegetables and ice cream. Itadakimasu!


",S$79.10,S$59.80,24,265,1,"['Marina Square New Wing, Level 1']",2017-10-26T00:00:00.000+08:00,2018-03-02
182,The Grumpy Bear,3103,3.90,One (1) Waffle + One (1) Scoop of Ice-Cream,"Enjoy a crunchy outer shell and soft crisp inner fluff of a waffle with choice of either buttermilk or oreo. Give your waffle a little boost with a scoop of ice cream from numerous flavours such as salted caramel, matcha green tea, and lavender honey. ",S$10.90,S$5.90,46,260,1,['Thomson Plaza'],2017-08-02T00:00:00.000+08:00,2018-03-02
183,Liu San,1604,4.30,Taiwanese Beef Noodle Soup + Drink for 1 Person,"Enjoy a hearty bowl of noodles at Liu San today. Slurp up soupy noodles complemented by cuts of beef, and sip on one (1) iced lemon tea to wash it all down. Yummy in the tummy indeed.",S$10.60,S$7,34,258,1,['Bukit Timah Plaza'],2016-09-01T08:00:00.000+08:00,2018-03-02
184,Tian Tian Hainanese Chicken Rice,2938,4.30,Chicken Rice with Vegetables and Tofu Set for 6 People,"There is nothing more humble and comforting than a plate of chicken rice with the white flesh cooked to tenderness, fragrant rice you can smell a mile away and spicy and tangy chili. Get a chicken rice with vegetables set for six (6) people from Tian Tian Hainanese Chicken Rice for your chicken rice fix.",S$54,S$40,26,257,1,['New Upper Changi  Road'],2017-03-17T00:00:00.000+08:00,2018-03-02
185,Yi Jia South Village Seafood Restaurant,3798,4.40,$100 Cash Voucher for Seafood,"Delight in a wide selection of tze char dishes and seafood at Yi Jia South Village Seafood Restaurant to satisfy your seafood cravings. Choose from signature dishes such as salted egg yolk crab, prawn balls in honeydew, deep fried pork knuckle, steamed mussels with garlic, chye poh tofu, assam fish, salted egg fried salmon skin, and more.",S$100,S$60,40,257,2,"['Citimac Industrial Complex', 'Macpherson Road']",2017-09-13T00:00:00.000+08:00,2018-03-02
186,Latulle,4045,4.40,3-Course Meal with Drink for 2 People,"Enjoy a scrumptious Western meal after shopping with a 3-course set meal. Start your meal with a mushroom chicken soup that will warm up your palate. Indulge in a main dish of your choice of fish and chips, chicken steak, carbonara pasta, creamy shroom pasta or chicken meatball noodles. Finish off your meal on a sweet note with a generous scoop of gelato and wash it all down with a refreshing can of Coca-Cola.",S$55,S$32,42,256,1,"['#02-18, Wisma Atria']",2017-06-23T00:00:00.000+08:00,2018-03-02
187,Kohi-Koji Cafe & Bakery @ Emporium Shokuhin,4772,4.20,KOHI-KOJI Cake and Coffee Set,"Satisfy your sweet tooth cravings by indulging in this offer at Kohi-Koji. With their freshly baked Japanese-style cakes like carrot cake, rainbow cake and more, you better prepare for your tastebuds to be tantalised. Pair it with one of the coffee from their menu, such as long black, hot latte, or hot mocha, to complement your cake.",S$13.20,S$7.90,40,255,1,"['Marina Square New Wing, Level 1']",2017-10-26T00:00:00.000+08:00,2018-03-02
188,Old Hong Kong Kitchen,3318,3.90,$100 Cash Voucher for Cantonese Cuisine,"Immerse your palate with the flavours of authentic Cantonese cuisine with this cash voucher of $100 at Old Hong Kong Kitchen. Sample some congee rice noodles, braised beancurd, Peking duck, and more, while enjoying the company of your loved ones within the restaurant's vibrant Hong Kong-inspired quarters.",S$100,S$65,35,254,1,['Novena'],2017-11-20T00:00:00.000+08:00,2018-03-02
189,Mouth Restaurant,2177,4.30,"9-Course Abalone, Crab and Seafood for 6 People","Treat your 6 loved ones to a meal that could fill up your appetite with scrumptious dishes of Abalone, Sauteed Duck Meat, Thai King Crab, and more. Strengthen your bond over a 9-course meal that would surely be the topic of the conversation.",S$468.40,S$198,58,251,2,"['China Square Central', '#02-200, Marina Square']",2017-10-06T00:00:00.000+08:00,2018-03-02
190,Cafe Red Ginger ,4518,4.20,$20 Cash Voucher for Nasi Padang,"Chow down on the hearty dish of nasi padang with this $20 to spend at Cafe Red Ginger. Select your variation of dishes to pile onto a steaming plate of rice, and accompany your meal with the selection of drinks available.",S$20,S$12.95,35,249,1,['IMM'],2017-09-21T00:00:00.000+08:00,2018-03-02
191,Manhattan Fish Market,5367,4.20,Buy 1 Free 1: Golden Fish Set with Drinks,"You don't need to go underwater for fresh seafood treats, instead head over to Manhattan Fish Market and feast on the Golden Fish Set for a delectable meal. The set comes with two (2) servings of Feeesh 'N Cheese, scrumptious combination of classic battered fried fish and cheesy chips, two (2) servings of cranberry coleslaw for a refreshing twist, and two (2) drinks of your choice.",S$49,S$24.50,50,249,12,"['#02-183, Marina Square', '#02-08, Northpoint', '#06-07, Plaza Singapura', '#B1-134, Suntec City', '#B1-10, The Star Vista', '#02-34/K1, Causeway Point', '#01-39/40, Changi City Point', '#04-12/13, City Square Mall', '#04-10/10A, Hougang Mall', '#04-10/21, JCube', '#01-22/30, Junction 8', ' #01-32, Jurong Point']",2018-01-30T00:00:00.000+08:00,2018-03-02
192,Baja Fresh Mexican & Grill,2422,3.20,Ala Carte Mexican Buffet for 1 Adult,"Love Mexican dishes? Indulge in your favourite Mexican cuisine at Baja Fresh Mexican & Grill with dishes such as chips and salsa with cheese, chicken tortilla soup, quesadillas, tacos, and more. ",S$59.90,S$24.95,58,247,2,"['Rendezvous Hotel', 'The Sail Singapore']",2017-07-12T00:00:00.000+08:00,2018-03-02
193,Shiraz Authentic Persian Cuisine,1395,4.10,One (1) Beef or Lamb Kebab,"Say ""abrakebabra"" and get your wish granted with this beef or lamb kebab deal!",S$12,S$7.80,35,246,2,"['#01-K3, Forum', '01-09, Clarke Quay']",2017-02-12T00:00:00.000+08:00,2018-03-02
194,GYUU+ Yakiniku Grill @ Emporium Shokuhin,4768,4.50,(Mon - Fri) GYUU+ Yakiniku Grill Lunch Buffet for 2 People,"Gather around rows of sumptuous varieties of Japanese delights and practice your chopstick skills with a Japanese lunch buffet! Satisfy your cravings for delights like grilled seafood, sizzling meat, and soup. Savour various meats like USDA Prime Sirloin steaks, Kurobuta pork rosu steaks, salmon fillets, Japanese vegetables and ice cream. Itadakimasu!",S$69.70,S$53,24,246,1,"['Marina Square New Wing, Level 1']",2017-10-26T00:00:00.000+08:00,2018-03-02
195,Haakon,1365,4.50,Afternoon Tea Set with Large-Sized Acai Bowl and Drink for 1 Person,"Nourish your body with fresh, clean and nutritious superfoods at Haakon! Get a large Acai Bowl and a hot beverage for a healthy tea-time meal that keeps wallets padded.",S$19.40,S$15.90,18,246,1,"['#B2-14, 313@Somerset']",2017-09-20T00:00:00.000+08:00,2018-03-02
196,Mookata Home Thai Kitchen,1918,4.10,Mookata Barbecue Set for 2 People,"Craving a serving of mouthwatering, delectable and appetising Thai barbecue? You're in luck, because Mookata Home Thai Kitchen offers a gratifying variety of meat, veggies and more to satisfy your taste buds. ",S$34,S$16.80,51,245,1,['Rangoon Road'],2017-09-20T00:00:00.000+08:00,2018-03-02
197,J’s Wok & Grill,1733,4.10,Buy 1 Free 1: Western Main Courses,"Bring a date to J's Wok & Grill for a deliciously good time without straining your wallet! Line stomachs with two hearty mains like,  BBQ beef rib, braised lamb shank, Navajo filet mignon and more, that soothe hunger pangs while delighting taste buds.",S$56.30,S$28.25,50,244,1,['Tampines Central'],2016-09-01T08:00:00.000+08:00,2018-03-02
198,Peninsula.Excelsior Hotel (Coleman's Café),2372,4.00,Taste of the World Buffet Dinner Extravaganza for 1 Adult,"Coleman’s Cafe is located in the contemporary 4-Star Peninsula Excelsior Hotel. Head on over to the cafe and dive in headfirst in their splendid range of buffet. Taste the world’s flavour from the delightful appetiser, to the mains, and adding a touch of sweet at their dessert spread to end your adventure. ",S$56.50,S$39,31,243,1,"[""Coleman's Café, Peninsula.Excelsior Hotel""]",2017-05-01T00:00:00.000+08:00,2018-03-02
199,My Spice Affair,3238,4.40,Premium Nasi Ambeng Set with Drinks and Desserts for 2 People,"Relish in this Indonesian-fusion Malay delight – a plate of nasi ambeng stacked with a plethora of side dishes! Big enough to feed two people, this meal includes delicacies like beef rendang or chicken lemak chili padi, sambal prawns, cow’s lungs, egg belado, as well as the classic sambal goreng, mixed vegetables, grated coconut, and more. Complete your meal with a drink and dessert of the day each.",S$38,S$22.80,40,238,1,"['#02-11, Aperia Mall']",2017-12-07T00:00:00.000+08:00,2018-03-02
200,Shiraz Authentic Persian Cuisine,1395,4.10,Two (2) Chicken or Vegetarian Kebab,"Say ""abrakebabra"" and get your wish granted with this chicken or vegetarian kebab deal!",S$20,S$13,35,237,2,"['#01-K3, Forum', '01-09, Clarke Quay']",2017-02-12T00:00:00.000+08:00,2018-03-02
201,Taste of India,2031,4.20,$25 Cash Voucher for Classic Indian Cuisine,"Delight in the spices of Indian cuisine with various dishes available. Suitable for both vegetarian and non-vegetarian dishes, this classic Indian cuisine has much to offer such as tandoori chicken, egg briyani, potato salad, mutton soup, and much more.",S$25,S$12.90,48,236,1,['Rangoon Road'],2017-05-09T00:00:00.000+08:00,2018-03-02
202,Selegie Soya Bean,4828,4.30,4 Portuguese Egg Tarts and 2 Soy Milks,"Feast your eyes and your taste buds on these delectable Portuguese egg tarts! Made with love and fresh, quality ingredients, you'll be bending over backwards for egg tart after egg tart. Wash it down with a comforting soy milk.",S$10,S$6.90,31,234,5,"['Upper Serangoon', 'Bedok', 'Towner Road', 'Jalan Kayu', 'Ubi']",2017-11-15T00:00:00.000+08:00,2018-03-02
203,Le Rida,1806,4.10,"Sirloin Steak, Salmon, OR Duck Confit Meal with Drink for 1 Person","Dive into the sea for some fresh salmon dressed in butter lemon sauce, or seize the turf with some sizzling sirloin steak or duck confit. Served with linguine pasta or potato gratin and a crisp mesclun salad, and paired with a juice or soft drink, a sophisticated dining experience awaits you at Le Rida.",S$59,S$19.90,66,233,1,['Bukit Timah'],2017-09-21T00:00:00.000+08:00,2018-03-02
204,IVINS Peranakan Restaurant,1753,3.90,Classic Peranakan Meal for 2 Person,"Enjoy the true blue flavours of Peranakan cuisine at IVINS Peranakan Restaurant. This set serves two (2) people with one (1) serving each of a Veggie dish and a Meat dish. Also, end your meal with some sweet treats as this set also includes two (2) desserts of your choice.",S$15.70,S$12.90,18,227,1,['Binjai Park'],2016-11-01T00:00:00.000+08:00,2018-03-02
205,Fave ,4739,3.60,$50 Fave e-Gift Card,"Give a Fave gift card, and let your loved one take their pick from a restaurant meal, pampering massage, yoga class, or even a trip to Japan! The Fave gift card can be applied on any one of our 4000+ deals.",S$50,S$48,4,226,1,['Fave'],2017-12-22T00:00:00.000+08:00,2018-03-02
206,Sri Veera's Curry Restaurant,1789,3.90,Curry Fish Head Set for 4 People,"A simple introduction to some stunning South Indian fare is readily available at Sri Veeras Curry Restaurant. Dunk into their famous curry fish head, and savour other meat and vegetable dishes to provide you the punchy Indian flavours you have been expecting to taste.",S$52,S$30,42,224,1,['Serangoon Rd'],2016-09-14T00:00:00.000+08:00,2018-03-02
207,Candour Coffee,1253,4.60,$25 Cash Voucher,"Enjoy signature hand brewed coffee, mini latte tarts, bacon-wrapped chicken burger, and more at Candour Coffee for a lesser value. Relax, and enjoy a quiet evening with great food and drinks! ",S$25,S$15,40,224,1,['Beach Road'],2017-05-04T00:00:00.000+08:00,2018-03-02
208,Chaam Modern Thai Kitchen,1879,4.20,Thai Meal with Thai Iced Milk Tea for 1 Person,"Tingle your taste buds with tantalising Thai food! Choose from delights like a Thai-style pork omelette with rice, tom yum seafood with egg noodles, garlic pepper pork with rice and more, and wash it all down with a Thai iced milk tea.",S$9.90,S$6.90,30,222,1,['Orchard Road'],2017-10-16T00:00:00.000+08:00,2018-03-02
209,iCrepe,4409,4.30,Two (2) Sweet Crepes with Toppings,"Savour the sweeter things in life with this offer for two (2) sweet crepes. Top your delectable bites with three toppings per crepe from a choice of 31 toppings, including salted caramel, Azuki beans, whipped cream, chocolate chips, marshmallows, Nutella, and more.",S$11.80,S$9,24,221,6,"['Kensington Square', '#01-40, Far East Plaza', 'Viva Biz Park', '#B3-46, 313@Somerset', 'Tiong Bahru Plaza', 'The Cathay']",2017-08-29T00:00:00.000+08:00,2018-03-02
210,Dim Sum Haus,2132,4.50,(Tue - Fri) $60 Cash Voucher for Dim Sum,"Indulge in the delicious bite-sized goodness that we all love. Get your fill of delectable dim sums from Japanese Dumpling, Xiao Long Bao, Har Gau, and Siew Mai at Dim Sum Haus.",S$60,S$36,40,217,1,['Rochor'],2018-01-12T00:00:00.000+08:00,2018-03-02
211,Maitree,2907,0.00,1kg of Organic Chia Seed with Free Delivery,What a time to be alive! Now you can increase your health without losing your wealth with this 1kg of organic chia seed. Include them in everything from puddings to yoghurts to get an extra boost of nutritious goodness.,S$44,S$21.90,50,215,1,['Maitree'],2017-04-06T00:00:00.000+08:00,2018-03-02
212,Chulop!,2098,4.60,Three (3) Sets of Three (3) Churros with Chocolate / Caramel Dip,"While churros seem deceptively like plain fried dough sprinkled with some sugar and cinnamon powder, don't be deceived by this deliciously devious treat so sneaky that you don't even have to seat down to eat it. If you dare, test your strength of will against churros with this deal for 3 sets of churros and 1 dip at Chulop!. Each set of churros contains three churros.",S$11.70,S$7.80,33,214,1,"['#B1-K02, JCube Shopping Centre']",2017-01-12T00:00:00.000+08:00,2018-03-02
213,The Buttercake Shop,1681,4.30,French Butter Cake Loaf with Two (2) Cake Slices,"Come have the best of butter cakes with the butter cake connoisseur, Flavore Cakery! Score yourself a yummy French Butter Cake Loaf along with two (2) Butter Cake Slices!",S$9.50,S$6.50,32,212,1,['Hougang Central'],2016-09-01T08:00:00.000+08:00,2018-03-02
